Date_,Close,High,Low,Open,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,EFI_2,EMA_11,EMA_22,KCLs_20_3.0,KCBs_20_3.0,KCUs_20_3.0
2007-01-03,41.032466888427734,41.490403698972536,40.76982718775311,41.14694980658635,1241200,,,,,,,,,,
2007-01-04,40.50719451904297,41.05267627853703,40.27822607402212,41.03247401157965,1605800,,,,,-843482.3707580566,,,,,
2007-01-05,40.27149200439453,40.50719626117541,39.94824287439616,40.47352238952405,1445900,,,,,-508362.3008728028,,,,,
2007-01-08,40.39942932128906,40.69574025517547,40.04250647186277,40.190663223283295,946800,,,,,-88700.06586710617,,,,,
2007-01-09,40.36576843261719,40.53412749733791,40.19740936789646,40.406175532974125,821600,,,,,-48003.87937757706,,,,,
2007-01-10,40.40617752075195,40.527396258830656,40.035788073936175,40.062726142166014,1231400,,,,,17171.874293574572,,,,,
2007-01-11,40.89104461669922,41.03919882558742,40.4196387890702,40.43984105188334,958500,,,,,315554.0324081609,,,,,
2007-01-12,41.200828552246094,41.51060859995793,40.80350107576165,40.81023430768785,1127000,,,,,337935.6743769391,,,,,
2007-01-16,41.140228271484375,41.39613481341628,40.85065042457729,41.07288566153403,813300,,,,,79787.75256330913,,,,,
2007-01-17,41.70590591430664,41.820388840266595,40.95165805628739,41.14021937855337,713500,,,,,295669.9162902274,,,,,
2007-01-18,41.63182830810547,42.002217727709606,41.63182830810547,41.69917090477699,1057900,,,,,46312.17236326265,40.8683967590332,,,,
2007-01-19,42.06283187866211,42.13017705195229,41.463473965635814,41.71938048622711,783800,,,,,240651.12318928415,41.06746927897135,,,,
2007-01-22,41.41633987426758,42.123447602232154,41.32205918639978,42.01569787767523,825600,,,,,-275612.15815565526,41.12561437818739,,,,
2007-01-23,42.42647933959961,42.43321257105928,41.423058301068814,41.423058301068814,1088000,,,,,640817.1061356148,41.34242520508943,,,,
2007-01-24,40.7429084777832,41.77326550647763,38.742801239535076,41.066157691315645,4352200,,,,45.414866883263336,-4671219.03448637,41.24250575053839,,,,
2007-01-25,39.079498291015625,40.90451217856617,38.803389577017604,40.742886375002826,4539900,,,,33.1681986025823,-6591550.282766209,40.8820045072846,,,,
2007-01-26,39.28152847290039,39.490292017254454,38.204029184507384,39.34213525497365,2851000,,,,35.445132812912405,-1813191.3952197589,40.615258501553896,,,,
2007-01-29,39.90110778808594,39.96845040233995,39.41623274479769,39.44990662088075,1552500,,,,41.97423584882921,36867.45947712136,40.49623338264257,,,,
2007-01-30,40.62168884277344,40.884328662656095,39.60480087392793,39.83376938312548,2564400,,,,48.498279798923676,1244194.5242527905,40.517142625997714,,,,
2007-01-31,41.22102355957031,41.389382586592525,40.40616648533195,40.47350906855889,1634000,,,,53.21040256997231,1067606.7929149927,40.63445611492648,,,40.81528854370117,
2007-02-01,41.88772964477539,41.988743527351666,41.08633897064621,41.22102671636965,1613000,,,,57.832339702168355,1072800.2079288582,40.84333503656797,,37.95588239854385,40.85805168151855,43.76022096449326
